"date","description","original_description","amount","transaction_type","category","account_name","labels","notes"
"8/07/2017","Caffe Vita","SQ *CAFFE VITA Seattle WA08/05","17.25","debit","Coffee Shops","PREMIER PLUS CKG","",""
"8/07/2017","Great Clips","2459 GREAT CLIPS AT GRE SEATTLEWA           08/05","23.00","debit","Hair","PREMIER PLUS CKG","",""
"8/07/2017","Seattle Park","SEATTLE 684-PARK SEATTLE WA08/05","3.25","debit","Parking","PREMIER PLUS CKG","",""
"8/07/2017","Crown Hill Groc","CROWN HILL GROC SEATTLE WA08/05","102.11","debit","Groceries","PREMIER PLUS CKG","",""
"8/07/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           08/04","22.80","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"8/07/2017","Lagunita Us Holdings","LAGUNITA'S US HOLDINGS SEATTLE WA            08/03","14.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"8/07/2017","Airbnb Payments Idfwctrpii","AIRBNB PAYMENTS  IDFWCTRPIIPPD ID: 3263051428","189.00","credit","Income","PREMIER PLUS CKG","",""
"8/07/2017","Washington Post","Payment to The Washington Post","9.99","debit","Subscription_Service","PayPal Account","",""
"8/05/2017","Lyft","Payment to Lyft","12.21","debit","Rental Car & Taxi","PayPal Account","",""
"8/04/2017","Google","GOOGLE *Google Music 855-836-3987 CA         08/04","8.80","debit","Subscription_Service","PREMIER PLUS CKG","",""
"8/04/2017","Pier 1 Imports","812 PIER 54 KIDD V SEATTLE WA08/03","11.10","debit","Furnishings","PREMIER PLUS CKG","",""
"8/04/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        08/03","41.54","debit","Shopping","PREMIER PLUS CKG","",""
"8/04/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           08/02","9.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"8/04/2017","Vimo Direct Dep","VIMO INC         DIRECT DEPPPD ID: 9111111101","2038.23","credit","Paycheck","PREMIER PLUS CKG","",""
"8/03/2017","Fresh & Easy","SQ *WORLD FRESH EATERY Seattle WA            08/02","11.54","debit","Restaurants","PREMIER PLUS CKG","",""
"8/03/2017","Choice Deli & Grocery","CHOICE DELI & GROCERY SEATTLE WA07/31","24.81","debit","Groceries","PREMIER PLUS CKG","",""
"8/03/2017","Paypal Transfer Ppd","PAYPAL           TRANSFERPPD ID: PAYPALSD11","1000.00","credit","Transfer","PREMIER PLUS CKG","",""
"8/02/2017","Auto Insurance","PEMCO INS PYMT   INS.PREMPPD ID: 9916028851","10.28","debit","Auto Insurance","PREMIER PLUS CKG","",""
"8/02/2017","Auto Insurance","PEMCO INS PYMT   INS.PREMPPD ID: 9916028851","204.23","debit","Auto Insurance","PREMIER PLUS CKG","",""
"8/02/2017","Withdrawal","WITHDRAWAL","1400.00","debit","Mortgage & Rent","PREMIER PLUS CKG","",""
"8/02/2017","Rental Car & Taxi","CAR2GO 877-488-4224 DC08/01","4.07","debit","Rental Car & Taxi","PREMIER PLUS CKG","",""
"8/02/2017","Transfer Bank Account","Transfer to Bank Account","1000.00","debit","Transfer","PayPal Account","",""
"8/02/2017","New York Times","Payment to The New York Times Co.","15.00","debit","Subscription_Service","PayPal Account","",""
"8/01/2017","Seattleutilties Web Pay","SEATTLEUTILTIES  WEB_PAY    12597493071217  WEB ID: 1916001275","69.32","debit","Utilities","PREMIER PLUS CKG","",""
"8/01/2017","Peach Labs Https","PEACH LABS INC HTTPS://WWW.P WA07/31","13.20","debit","Restaurants","PREMIER PLUS CKG","",""
"8/01/2017","Peach Labs Seattle","PEACH LABS INC SEATTLE WA07/31","1.10","credit","Income","PREMIER PLUS CKG","",""
"8/01/2017","Patreon","Payment to Patreon","5.00","debit","Entertainment","PayPal Account","",""
"7/31/2017","Post Alley Pizza","POST ALLEY PIZZA SEATTLE WA","10.55","debit","Fast Food","Alaska Airlines Visa Signature","",""
"7/31/2017","Chucks Hop Shop","SQ *GREENWOOD CHUCK'S H SeattleWA           07/30","12.10","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"7/31/2017","Chevron","CHEVRON/MANN GROUP LLC SULTAN WA746389  07/30","3.69","debit","Gas & Fuel","PREMIER PLUS CKG","",""
"7/31/2017","Zekes Drive In","ZEKES DRIVE-IN GOLD BAR WA07/30","18.06","debit","Restaurants","PREMIER PLUS CKG","",""
"7/31/2017","Starbucks","STARBUCKS STORE 10990 SHORELINEWA           07/29","2.48","debit","Coffee Shops","PREMIER PLUS CKG","",""
"7/31/2017","Trader Joe's","TRADER JOE'S #270 SHORELINE WA647993  07/29","12.05","debit","Groceries","PREMIER PLUS CKG","",""
"7/31/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           07/28","5.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"7/31/2017","Orca Kcm Online","ORCA KCM ONLINE SALES 206-6247277 WA         07/29","50.00","debit","Public Transportation","PREMIER PLUS CKG","",""
"7/31/2017","Strava","Payment to Strava Inc","59.00","debit","Sports","PayPal Account","",""
"7/29/2017","Lyft","Payment to Lyft","24.81","debit","Rental Car & Taxi","PayPal Account","",""
"7/28/2017","Starbucks","STARBUCKS STORE 03347 SEATTLE WA07/26","2.48","debit","Coffee Shops","PREMIER PLUS CKG","",""
"7/28/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           07/26","31.20","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"7/28/2017","Sp 5th Baldwin","SP * 5TH & BALDWIN 4166681279 ON07/26","9.99","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"7/28/2017","Turntables Trails","SQ *TURNTABLES & TRAILS Seattle WA","33.03","debit","Shopping","Alaska Airlines Visa Signature","",""
"7/27/2017","Fred Meyer","FRED MEYE FRED MEYER 1 SEATTLE WA            07/26","11.27","debit","Groceries","PREMIER PLUS CKG","",""
"7/27/2017","Act Teddriven Tx","ACT*TedDriven 877-228-4881 TX07/26","105.00","debit","Sports","PREMIER PLUS CKG","",""
"7/26/2017","Sound Sports Inc","SOUND SPORTS INC SEATTLE WA","105.67","debit","Clothing","Alaska Airlines Visa Signature","",""
"7/26/2017","Jimmy John's","JIMMY JOHNS # 690 - E 206-621-9500 WA        07/25","10.68","debit","Restaurants","PREMIER PLUS CKG","",""
"7/26/2017","Rental Car & Taxi","CAR2GO 877-488-4224 DC07/25","7.54","debit","Rental Car & Taxi","PREMIER PLUS CKG","",""
"7/26/2017","Conor Byrne","CONOR BYRNE SEATTLE WA07/25","14.22","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"7/25/2017","Wsdot Good Go","WSDOT GOOD TO GO GOOD TO GO 335253001491014 WEB ID: 9160010681","2.80","debit","Utilities","PREMIER PLUS CKG","",""
"7/25/2017","West Edge Market","WEST EDGE MARKET SEATTLE WA07/24","13.80","debit","Groceries","PREMIER PLUS CKG","",""
"7/25/2017","Remote Online Deposit","REMOTE ONLINE DEPOSIT #1","1095.82","credit","Income","PREMIER PLUS CKG","",""
"7/24/2017","Venmo","VENMO            PAYMENT    600275623       WEB ID: 3264681992","61.00","debit","Transfer","PREMIER PLUS CKG","",""
"7/24/2017","Kens Market Inc","KEN'S MARKET #7 SEATTLE WA07/23","9.75","debit","Groceries","PREMIER PLUS CKG","",""
"7/24/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        07/24","70.95","debit","Shopping","PREMIER PLUS CKG","",""
"7/24/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           07/22","10.62","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"7/24/2017","Crown Hill Groc","CROWN HILL GROC SEATTLE WA07/22","12.10","debit","Groceries","PREMIER PLUS CKG","",""
"7/24/2017","Chucks Hop Shop","SQ *GREENWOOD CHUCK'S H SeattleWA           07/21","11.66","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"7/24/2017","Pita Express","PITA EXPRESS SEATTLE WA07/21","9.25","debit","Fast Food","PREMIER PLUS CKG","",""
"7/21/2017","Peddler Brewing Company","SQ *PEDDLER BREWING COM SeattleWA           07/21","17.25","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"7/21/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           07/19","9.44","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"7/20/2017","Stone German Garage","STONE'S GERMAN GARAGE SEATTLE WA","601.23","debit","Parking","Alaska Airlines Visa Signature","",""
"7/20/2017","Safeway","SAFEWAY STORE10014777 SEATTLE WA","37.79","debit","Groceries","Alaska Airlines Visa Signature","",""
"7/20/2017","Jimmy John's","JIMMY JOHNS # 690 - E 206-621-9500 WA        07/19","10.68","debit","Restaurants","PREMIER PLUS CKG","",""
"7/19/2017","Bi Cycle Shop","JRA BICYCLE SHOP SEATTLE WA07/18","169.14","debit","Sporting Goods","PREMIER PLUS CKG","",""
"7/18/2017","Kens Market Inc","KEN'S MARKET #75-11 SEATTLE WA","10.44","debit","Groceries","Alaska Airlines Visa Signature","",""
"7/18/2017","Interest","INTEREST PAYMENT","0.24","credit","Interest Income","PREMIER PLUS CKG","",""
"7/17/2017","Wsferries Clinton Seattle","WSFERRIES-CLINTON SEATTLE WA","10.80","debit","Public Transportation","Alaska Airlines Visa Signature","",""
"7/17/2017","CenturyLink","CENTURYLINK      AUTO PAYPPD ID: 9ATP027380","37.94","debit","Internet","PREMIER PLUS CKG","",""
"7/17/2017","Dept Education Student","DEPT EDUCATION   STUDENT LNPPD ID: 9102001001","201.79","debit","Student Loan","PREMIER PLUS CKG","",""
"7/17/2017","Ben & Jerry's","BEN & JERRY'S GREE SEATTLE WA07/16","6.52","debit","Fast Food","PREMIER PLUS CKG","",""
"7/17/2017","Goodwill Industries","Goodwill Ballar 6400 8 SEATTLE WA    708018  07/16","8.80","debit","Shopping","PREMIER PLUS CKG","",""
"7/17/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           07/15","21.24","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"7/17/2017","Rental Car & Taxi","CAR2GO 877-488-4224 DC07/14","7.78","debit","Rental Car & Taxi","PREMIER PLUS CKG","",""
"7/17/2017","Schweinhaus","SCHWEINHAUS BELLINGHAM WA07/13","19.05","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"7/17/2017","Flintcreek Cattle","FLINTCREEK CATTLE CO. SEATTLE WA07/12","31.52","debit","Restaurants","PREMIER PLUS CKG","",""
"7/16/2017","Paddle.com Market Limited","Purchase from Paddle.com Market Limited","9.00","debit","Groceries","PayPal Account","",""
"7/15/2017","Netflix","Payment to Netflix.com","10.96","debit","Subscription_Service","PayPal Account","",""
"7/14/2017","Fred Meyer","FRED MEYER FRED MEYER BELLINGHAMWA  751699  07/14","2.45","debit","Groceries","PREMIER PLUS CKG","",""
"7/14/2017","Hooyman Family","SQ *HOOYMAN FAMILY CHIR SeattleWA           07/13","45.00","debit","Business Services","PREMIER PLUS CKG","",""
"7/14/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           07/12","10.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"7/12/2017","Goodwill Industries","Goodwill Ballar 6400 8 SEATTLE WA    860047  07/12","10.99","debit","Shopping","PREMIER PLUS CKG","",""
"7/11/2017","Hooyman Family","SQ *HOOYMAN FAMILY SEATTLE WA","70.00","debit","Business Services","Alaska Airlines Visa Signature","",""
"7/11/2017","ATM Withdrawal","ATM WITHDRAWAL006999  07/113400 FREM","60.00","debit","Shopping","PREMIER PLUS CKG","",""
"7/11/2017","Pacific Inn Pub","PACIFIC INN PUB SEATTLE WA07/11","20.86","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"7/11/2017","Caffe Vita","SQ *CAFFE VITA Seattle WA07/10","16.00","debit","Coffee Shops","PREMIER PLUS CKG","",""
"7/10/2017","Fred Meyer","FRED-MEYER #0122 SEATTLE WA","17.73","debit","Groceries","Alaska Airlines Visa Signature","",""
"7/10/2017","Greenwood Chuck","SQ *GREENWOOD CHUCK SEATTLE WA","34.78","debit","Restaurants","Alaska Airlines Visa Signature","",""
"7/10/2017","Roxys Deli","ROXYS DELI SEATTLE WA07/08","16.87","debit","Restaurants","PREMIER PLUS CKG","",""
"7/10/2017","Flat Stick Pub","FLAT STICK PUB LLC SEATTLE WA07/08","31.73","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"7/10/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           07/07","5.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"7/10/2017","Fundraiser Rallyme Stripe.com","FUNDRAISER ON RALLYME STRIPE.COMMN          07/07","25.00","debit","Clothing","PREMIER PLUS CKG","",""
"7/10/2017","Great Clips","2459 GREAT CLIPS AT GRE SEATTLEWA           07/07","24.00","debit","Hair","PREMIER PLUS CKG","",""
"7/10/2017","Seattle Park","SEATTLE 684-PARK SEATTLE WA07/07","1.50","debit","Parking","PREMIER PLUS CKG","",""
"7/10/2017","Mike & Mikes Guitar Bar","SQ *MIKE AND MIKES GUIT SeattleWA           07/07","33.03","debit","Music","PREMIER PLUS CKG","",""
"7/10/2017","Metropolitan Cafe and Deli","METROPOLITAN CAFE & DEL SEATTLEWA           07/07","10.33","debit","Fast Food","PREMIER PLUS CKG","",""
"7/10/2017","Joelles Espresso Cafe","JOELLES ESPRESSO CAFE SEATTLE WA07/07","7.59","debit","Coffee Shops","PREMIER PLUS CKG","",""
"7/10/2017","Starbucks","STARBUCKS STORE 16741 SEATTLE WA07/07","2.48","debit","Coffee Shops","PREMIER PLUS CKG","",""
"7/10/2017","Washington Post","Payment to The Washington Post","9.99","debit","Subscription_Service","PayPal Account","",""
"7/08/2017","Buffalo Exchange","BUFFALO EXCHANGE WA05 SEATTLE WA","46.24","debit","Clothing","Alaska Airlines Visa Signature","",""
"7/07/2017","Lucky","SQ *LUCKY ENVELOPE BREW SeattleWA           07/07","17.50","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"7/07/2017","Seattle Park","SEATTLE 684-PARK SEATTLE WA07/05","3.00","debit","Parking","PREMIER PLUS CKG","",""
"7/07/2017","Bk Amer Online","BK OF AMER MC    ONLINE PMT CKF958241099POS WEB ID: 9500000000","474.80","debit","Credit Card Payment","PREMIER PLUS CKG","",""
"7/07/2017","Project Fi G","GOOGLE *PROJECT FI g.co/payhelp#CA          07/07","50.33","debit","Mobile Phone","PREMIER PLUS CKG","",""
"7/07/2017","Chucks Hop Shop","SQ *GREENWOOD CHUCK'S H SeattleWA           07/07","26.39","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"7/06/2017","Fred Meyer","FRED-MEYER #0122 SEATTLE WA","45.36","debit","Groceries","Alaska Airlines Visa Signature","",""
"7/06/2017","Ba Electronic","BA ELECTRONIC PAYMENT","474.80","credit","Credit Card Payment","Alaska Airlines Visa Signature","",""
"7/06/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        07/06","50.09","debit","Shopping","PREMIER PLUS CKG","",""
"7/05/2017","Google","GOOGLE *Google Music 855-836-3987 CA         07/04","8.80","debit","Subscription_Service","PREMIER PLUS CKG","",""
"7/05/2017","Goodwill Industries","Goodwill Ballar 6400 8 SEATTLE WA    617699  07/04","30.19","debit","Shopping","PREMIER PLUS CKG","",""
"7/05/2017","New York Times","Payment to The New York Times Co.","15.00","debit","Subscription_Service","PayPal Account","",""
"7/04/2017","Flying Bike","FLYING BIKE COOPERATIVE BSEATTLE WA","14.16","debit","Alcohol & Bars","Alaska Airlines Visa Signature","",""
"7/03/2017","Marketime Foods","MARKETIME FOODS SEATTLE WA","11.31","debit","Groceries","Alaska Airlines Visa Signature","",""
"7/03/2017","PEMCO Insurance","PEMCO INS PYMT   INS.PREMPPD ID: 9916028851","9.36","debit","Home Insurance","PREMIER PLUS CKG","",""
"7/03/2017","Auto Insurance","PEMCO INS PYMT   INS.PREMPPD ID: 9916028851","124.45","debit","Auto Insurance","PREMIER PLUS CKG","",""
"7/03/2017","Check 223","CHECK 223","1305.00","debit","Mortgage & Rent","PREMIER PLUS CKG","",""
"7/03/2017","ATM Withdrawal","ATM WITHDRAWAL005163  07/023400 FREM","60.00","debit","Shopping","PREMIER PLUS CKG","",""
"7/03/2017","Chucks Hop Shop","SQ *GREENWOOD CHUCK'S H SeattleWA           07/01","11.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"7/03/2017","Fix Coffee House","FIX COFFEE HOUSE SEATTLE WA07/01","6.23","debit","Coffee Shops","PREMIER PLUS CKG","",""
"7/03/2017","Crown Hill Groc","CROWN HILL GROC SEATTLE WA07/01","104.45","debit","Groceries","PREMIER PLUS CKG","",""
"7/03/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           06/30","8.75","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"7/03/2017","L&E Marketing","DNC TELEMARKETING 202-863-8000 DC            06/30","30.00","debit","Shopping","PREMIER PLUS CKG","",""
"7/03/2017","Airbnb Payments Bnvmsqq","AIRBNB PAYMENTS  BNVMSQQ5AZPPD ID: 3263051428","1109.00","credit","Income","PREMIER PLUS CKG","",""
"7/01/2017","Luke Klinker Ca","GOOGLE *Luke Klinker 855-836-3987 CA","5.99","debit","Electronics & Software","Alaska Airlines Visa Signature","",""
"7/01/2017","Donation Lawfare Institute","Donation to The Lawfare Institute","50.00","debit","Charity","PayPal Account","",""
"6/30/2017","Seattle Muni Int","SEATTLE MUNI INT #950 180-095-0129 WA        06/29","51.00","debit","Parking","PREMIER PLUS CKG","",""
"6/30/2017","Teriyaki 1st","TERIYAKI 1ST SEATTLE WA06/29","11.90","debit","Restaurants","PREMIER PLUS CKG","",""
"6/30/2017","Bi Cycle Shop","JRA BICYCLE SHOP SEATTLE WA06/29","15.00","debit","Sporting Goods","PREMIER PLUS CKG","",""
"6/30/2017","Lyft","Payment to Lyft","13.00","debit","Rental Car & Taxi","PayPal Account","",""
"6/29/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           06/27","24.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"6/27/2017","Fix Coffee House","FIX COFFEE HOUSE SEATTLE WA06/26","13.11","debit","Coffee Shops","PREMIER PLUS CKG","",""
"6/26/2017","Airbnb Payments Xfmpqnw","AIRBNB PAYMENTS  XFMPQNW6UGPPD ID: 3263051428","233.00","credit","Income","PREMIER PLUS CKG","",""
"6/26/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           06/22","7.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"6/26/2017","Rental Car & Taxi","CAR2GO 877-488-4224 DC06/23","12.31","debit","Rental Car & Taxi","PREMIER PLUS CKG","",""
"6/26/2017","Caffe Appassionato Seattle","SQ *CAFFE APPASSIONATO Seattle WA            06/23","2.97","debit","Coffee Shops","PREMIER PLUS CKG","",""
"6/26/2017","Pagliacci Stone Way","PAGLIACCI STONE WAY SEATTLE WA06/23","11.62","debit","Restaurants","PREMIER PLUS CKG","",""
"6/26/2017","Cozy Nut Tavern","COZY NUT TAVERN SEATTLE WA06/24","31.00","debit","Restaurants","PREMIER PLUS CKG","",""
"6/26/2017","ATM Withdrawal","ATM WITHDRAWAL000093  06/248500 GREE","60.00","debit","Shopping","PREMIER PLUS CKG","",""
"6/25/2017","Amanda Ring Rissler","Payment from Amanda Ring-Rissler","75.00","credit","Income","PayPal Account","",""
"6/23/2017","Fred Meyer","FRED MEYE FRED MEYER 1 SEATTLE WA            06/22","7.15","debit","Groceries","PREMIER PLUS CKG","",""
"6/20/2017","Papa John's","PAPA JOHN'S #02288 206-781-5555 WA","18.50","debit","Fast Food","Alaska Airlines Visa Signature","",""
"6/20/2017","Airbnb Payments Ga","AIRBNB PAYMENTS  GA5ZGYZC27PPD ID: 3263051428","288.00","credit","Income","PREMIER PLUS CKG","",""
"6/19/2017","Pagliacci Stone Way","PAGLIACCI STONE WAY SEATTLE WA06/15","6.94","debit","Restaurants","PREMIER PLUS CKG","",""
"6/19/2017","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        06/17","12.08","debit","Shopping","PREMIER PLUS CKG","",""
"6/19/2017","Chucks Hop Shop","SQ *GREENWOOD CHUCK'S H SeattleWA           06/17","15.39","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"6/19/2017","Crown Hill Groc","CROWN HILL GROC SEATTLE WA06/19","60.03","debit","Groceries","PREMIER PLUS CKG","",""
"6/19/2017","Venmo","VENMO            PAYMENT    559017180       WEB ID: 3264681992","90.00","debit","Transfer","PREMIER PLUS CKG","",""
"6/16/2017","Lincoln Towing","LINCOLN TOWING SEATTLE WA","214.46","debit","Parking","Alaska Airlines Visa Signature","",""
"6/16/2017","Airbnb Payments Cgniikn","AIRBNB PAYMENTS  CGNIIKN7D2PPD ID: 3263051428","175.00","credit","Income","PREMIER PLUS CKG","",""
"6/16/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           06/14","9.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"6/16/2017","Peddler Brewing Company","SQ *PEDDLER BREWING COM SeattleWA           06/16","10.00","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"6/16/2017","ATM Withdrawal","ATM WITHDRAWAL007665  06/168500 GREE","60.00","debit","Shopping","PREMIER PLUS CKG","",""
"6/16/2017","CenturyLink","CENTURYLINK      AUTO PAYPPD ID: 9ATP027380","37.94","debit","Internet","PREMIER PLUS CKG","",""
"6/15/2017","Chevron","CHEVRON 0091209 SEATTLE WA","44.04","debit","Gas & Fuel","Alaska Airlines Visa Signature","",""
"6/15/2017","Flying Bike","FLYING BIKE COOPERATIVE SEATTLEWA           06/13","7.50","debit","Alcohol & Bars","PREMIER PLUS CKG","",""
"6/15/2017","Fred Meyer","FRED MEYE FRED MEYER 1 SEATTLE WA            06/15","9.04","debit","Groceries","PREMIER PLUS CKG","",""
"6/15/2017","Dept Education Student","DEPT EDUCATION   STUDENT LNPPD ID: 9102001001","400.09","debit","Student Loan","PREMIER PLUS CKG","",""
"6/15/2017","Interest","INTEREST PAYMENT","0.24","credit","Interest Income","PREMIER PLUS CKG","",""
"6/15/2017","Netflix","Payment to Netflix.com","10.96","debit","Subscription_Service","PayPal Account","",""
